userName,score,at,content,app_name
A Google user,1,2020-04-13 09:13:13,"The apps is sucks! do not ever try to use this apps to buy something. Even for the bliblimart. They didnt train the customer service well. They even didnt care with the product that hasnt arrived. I've try so many times to contactbthe cust service. But seemd they didnt care. I lost my money, and its because blibli. Dont trust them!",Blibli
A Google user,3,2020-04-10 16:36:03,"Running in android 6, the update apps run slower then previous version, then it can't delete favorite item. Love the old version.",Bukalapak
A Google user,5,2020-04-10 15:59:47,"It's getting easier to find things, nice customer service easy to contact (chat in app) and various payment method. Keep up the good work.",Blibli
A Google user,1,2020-04-10 13:12:47,"A great app for scammers. Paid for expensive medicine, got sent an empty sports bottle. I had to pay to send it from Jakarta to Papua?!? Even though it was sent from Jakarta. so I got sent the wrong order, I didn't get full refund and had to pay 150,000 to send it back. Don't use this website/app.",Bukalapak
A Google user,4,2020-04-08 12:31:46,"Reliable company. My one and only online store app. Processing and delivery system also efficient. Although unlike before (years ago), reimbursement takes a longer time now. Sometimes with the deliveries, too. But in general, with some patience, I am happy with Zalora. Thank you.",Zalora
A Google user,1,2020-04-08 12:27:48,"Not recommended. That's it. All important to me is delivery on time. I pay on time, you deliver on time. I will not use this application anymore. And one more thing the customer service team is not Helpfull at all.",Bukalapak
A Google user,4,2020-04-07 23:49:23,"Practical and useful. I don't buy things often, but this app really helps me to find things that are not available in nearest minimarkets and supermarkets. I noticed some minor errors like the wishlist stayed the same even though I had deleted some products on it. I tried to refresh it, but it didn't work. Eventually, I figure out that I just need to quit and return to the app one more time, then the wishlist will get back to work properly. Hopefully the newest update will solve this problem.",Tokopedia
A Google user,3,2020-04-06 14:56:11,"Getting a bit cluttered, especially in the home menu. The recommendations are terrible sometimes you got an irrelevant recommendations, and too focused on the last seen items. Opening apps from notification is taking a long time now, even not opening at all. Other than that solid work.",Bukalapak
A Google user,5,2020-04-04 12:52:34,"There is no tracker after check out. I have checked a day after still no tracker. The tracker will display after i received the parcel. Please fix this issue, i have ordered plenty item from this apps. All packaging and delivery time so far really good and satisfying. The only matter is i didnt know is the status of shipping, ETA etc. due no Track Package button",Zalora
A Google user,3,2020-04-02 12:12:43,"Please make more smooth like your competitor, when first open it become lag, like it cache the files, it repeated all the time when it open the app. And after that become more lag and FORCE CLOSE. Thanks",Bukalapak
A Google user,1,2020-04-01 05:45:26,"Very bad experience beside the app is less snappy than other competitors, lack of information and fitur like product discussion, seller rating, seller review etc. I have my first purchase to buy mobile phone, before check out, the seller was so active but after the transaction done, they begin to silent until here and there try req support BL team, buat again, since all regulation of Bukalapak ignoring customer right, including to cancel the trx. Beware before using this App",Bukalapak
A Google user,5,2020-03-31 04:37:47,"Making a transaction in this app is really convenience. Buying internet data, game vouchers, and financial instrument is no longer difficult. Bukalapak makes these easier as possible. I also noticed that their customer service is highly responsive.",Bukalapak
A Google user,4,2020-03-30 17:49:37,"Overall good. To improve, please provide feature to chat the seller in private. I don't like the discussion feature because all sellers jump in to advertise their similar product.",Blibli
A Google user,1,2020-03-30 00:08:57,"It force to update because some features are not showing, but then it won't let me download，so i uninstall it completely thinking maybe the problem occur because the installed version. Apparently the new apps really does not exists in the apps store. The wheel is just running with no end for hours. 38MB file does not take hours to download, right? Or maybe tokopedia got the virus, so its also in quarantine",Tokopedia
A Google user,5,2020-03-27 14:01:00,"I already used this apps several times since it's launch in Indonesia. I also already used promotion from blibli. This apps can help me in finding every gadget, video games, and etc. But the most important thing is when i'm experiencing WFH, where i can't go to the supermarket but you need to buy several dairy products. Blibli is the apps that you can count on when situation like now happens. Thank You blibli for the services you gave us.",Blibli
A Google user,1,2020-03-26 19:40:10,"All of my transaction is failed,, first transaction is failed when we make top up emoney via debit online, then now we had the bad experience with your seller (that product is different with the information from seller via chat), then this application can be set with their seller (the item delivery on 25 mar but the item coming on 26 mar), then when the buyer complain..thats very complicated then bye bye my refrigenerator (lost)... i think enough to my experience with this apps",Bukalapak
